Question,Country,Filters,Responses,Result
Arrears: Payments for healthcare or health insurance,Hungary,Women - 55 and over,yes,9.368878685
Arrears: Payments for healthcare or health insurance,Finland,Women - 55 and over,yes,15.83539148
Arrears: Payments for healthcare or health insurance,Slovenia,Women - 55 and over,yes,6.578884144
Arrears: Payments for healthcare or health insurance,Croatia,Women - 55 and over,yes,20.76425234
Arrears: Payments for healthcare or health insurance,Spain,Women - 55 and over,yes,2.556267563
Arrears: Payments for healthcare or health insurance,France,Women - 55 and over,yes,11.87637814
Arrears: Payments for healthcare or health insurance,Ireland,Women - 55 and over,yes,6.918070387
Arrears: Payments for healthcare or health insurance,Germany,Women - 55 and over,yes,8.243117213
Arrears: Payments for healthcare or health insurance,Lithuania,Women - 55 and over,yes,5.103337151
Arrears: Payments for healthcare or health insurance,Sweden,Women - 55 and over,yes,6.826576141
Arrears: Payments for healthcare or health insurance,Bulgaria,Women - 55 and over,yes,16.97042919
I feel I am free to decide how to live my life,Malta,Women - 55 and over,yes,67.73535681
I feel I am free to decide how to live my life,Luxembourg,Women - 55 and over,yes,50.44204542
I feel I am free to decide how to live my life,Austria,Women - 55 and over,yes,70.19256431
I feel I am free to decide how to live my life,Netherlands,Women - 55 and over,yes,53.89356423
I feel I am free to decide how to live my life,Czechia,Women - 55 and over,yes,70.5050376
I feel I am free to decide how to live my life,Cyprus,Women - 55 and over,yes,52.61669044
I feel I am free to decide how to live my life,Slovakia,Women - 55 and over,yes,51.05033323
I feel I am free to decide how to live my life,Poland,Women - 55 and over,yes,37.27281792
I feel I am free to decide how to live my life,Denmark,Women - 55 and over,yes,60.37916655
I feel I am free to decide how to live my life,Greece,Women - 55 and over,yes,27.05008269
I feel I am free to decide how to live my life,Portugal,Women - 55 and over,yes,58.05460608
I feel I am free to decide how to live my life,European Union,Women - 55 and over,yes,49.36374285
I feel I am free to decide how to live my life,Romania,Women - 55 and over,yes,62.87556236
I feel I am free to decide how to live my life,Latvia,Women - 55 and over,yes,50.70398349
I feel I am free to decide how to live my life,Estonia,Women - 55 and over,yes,45.16200831
I feel I am free to decide how to live my life,Belgium,Women - 55 and over,yes,50.44574463
I feel I am free to decide how to live my life,Italy,Women - 55 and over,yes,45.45776079
I feel I am free to decide how to live my life,Hungary,Women - 55 and over,yes,29.18291343
I feel I am free to decide how to live my life,Finland,Women - 55 and over,yes,46.76716466
I feel I am free to decide how to live my life,Slovenia,Women - 55 and over,yes,49.55030939
I feel I am free to decide how to live my life,Croatia,Women - 55 and over,yes,43.74104078
I feel I am free to decide how to live my life,Spain,Women - 55 and over,yes,57.40533229
I feel I am free to decide how to live my life,France,Women - 55 and over,yes,32.31597835
I feel I am free to decide how to live my life,Ireland,Women - 55 and over,yes,64.89748336
I feel I am free to decide how to live my life,Germany,Women - 55 and over,yes,60.54509745
I feel I am free to decide how to live my life,Lithuania,Women - 55 and over,yes,47.48391486
I feel I am free to decide how to live my life,Sweden,Women - 55 and over,yes,64.15772433
I feel I am free to decide how to live my life,Bulgaria,Women - 55 and over,yes,54.66371155
Feeling tense ,Malta,Women - 55 and over,yes,15.88038618
Feeling tense ,Luxembourg,Women - 55 and over,yes,5.111455353
Feeling tense ,Austria,Women - 55 and over,yes,6.927371381
Feeling tense ,Netherlands,Women - 55 and over,yes,3.914799733
Feeling tense ,Czechia,Women - 55 and over,yes,9.091292046
Feeling tense ,Cyprus,Women - 55 and over,yes,19.46242659
Feeling tense ,Slovakia,Women - 55 and over,yes,12.01704689
Feeling tense ,Poland,Women - 55 and over,yes,29.02594205
Feeling tense ,Denmark,Women - 55 and over,yes,5.834536499
Feeling tense ,Greece,Women - 55 and over,yes,37.10770975
Feeling tense ,Portugal,Women - 55 and over,yes,13.54056346
Feeling tense ,European Union,Women - 55 and over,yes,18.16661311
Feeling tense ,Romania,Women - 55 and over,yes,19.23642555
Feeling tense ,Latvia,Women - 55 and over,yes,18.99184874
Feeling tense ,Estonia,Women - 55 and over,yes,15.36460512
Feeling tense ,Belgium,Women - 55 and over,yes,14.43290142
Feeling tense ,Italy,Women - 55 and over,yes,25.81270929
Feeling tense ,Hungary,Women - 55 and over,yes,16.01314227
Feeling tense ,Finland,Women - 55 and over,yes,8.909477728
Feeling tense ,Slovenia,Women - 55 and over,yes,8.273720603
Feeling tense ,Croatia,Women - 55 and over,yes,24.02431886
Feeling tense ,Spain,Women - 55 and over,yes,7.843863427
Feeling tense ,France,Women - 55 and over,yes,30.83934094
Feeling tense ,Ireland,Women - 55 and over,yes,10.18403413
Feeling tense ,Germany,Women - 55 and over,yes,8.712022561
Feeling tense ,Lithuania,Women - 55 and over,yes,19.45450254
Feeling tense ,Sweden,Women - 55 and over,yes,12.72781049
Feeling tense ,Bulgaria,Women - 55 and over,yes,15.29880034
Resilience: dealing with problems in life,Malta,Women - 55 and over,yes,24.48664386
Resilience: dealing with problems in life,Luxembourg,Women - 55 and over,yes,17.46881078
Resilience: dealing with problems in life,Austria,Women - 55 and over,yes,18.22976136
Resilience: dealing with problems in life,Netherlands,Women - 55 and over,yes,15.82997533
Resilience: dealing with problems in life,Czechia,Women - 55 and over,yes,32.73160503
Resilience: dealing with problems in life,Cyprus,Women - 55 and over,yes,36.92095153
Resilience: dealing with problems in life,Slovakia,Women - 55 and over,yes,35.03718471
Resilience: dealing with problems in life,Poland,Women - 55 and over,yes,49.40926768
Resilience: dealing with problems in life,Denmark,Women - 55 and over,yes,16.21176954
Resilience: dealing with problems in life,Greece,Women - 55 and over,yes,62.20780557
Resilience: dealing with problems in life,Portugal,Women - 55 and over,yes,31.96294491
Resilience: dealing with problems in life,European Union,Women - 55 and over,yes,34.33344897
Resilience: dealing with problems in life,Romania,Women - 55 and over,yes,51.5733223
Resilience: dealing with problems in life,Latvia,Women - 55 and over,yes,47.64118951
Resilience: dealing with problems in life,Estonia,Women - 55 and over,yes,31.23151847
Resilience: dealing with problems in life,Belgium,Women - 55 and over,yes,28.56010555
Resilience: dealing with problems in life,Italy,Women - 55 and over,yes,32.85169111
Resilience: dealing with problems in life,Hungary,Women - 55 and over,yes,31.73818688
Resilience: dealing with problems in life,Finland,Women - 55 and over,yes,35.11573751
Resilience: dealing with problems in life,Slovenia,Women - 55 and over,yes,29.20728911
Resilience: dealing with problems in life,Croatia,Women - 55 and over,yes,51.44214073
Resilience: dealing with problems in life,Spain,Women - 55 and over,yes,33.79548927
Resilience: dealing with problems in life,France,Women - 55 and over,yes,50.38625553
Resilience: dealing with problems in life,Ireland,Women - 55 and over,yes,21.68835147
Resilience: dealing with problems in life,Germany,Women - 55 and over,yes,16.86067254
Resilience: dealing with problems in life,Lithuania,Women - 55 and over,yes,33.86905093
Resilience: dealing with problems in life,Sweden,Women - 55 and over,yes,18.1334874
Resilience: dealing with problems in life,Bulgaria,Women - 55 and over,yes,34.15732585
Optimism about future,Netherlands,Women - 35 – 54,yes,26.42862818
Optimism about future,Malta,Women - 35 – 54,yes,40.51266623
Optimism about future,Luxembourg,Women - 35 – 54,yes,32.64975042
Optimism about future,Denmark,Women - 35 – 54,yes,56.91351284
Optimism about future,Czechia,Women - 35 – 54,yes,22.51960579
Optimism about future,Cyprus,Women - 35 – 54,yes,28.52958852
Optimism about future,Austria,Women - 35 – 54,yes,36.71985661
Optimism about future,France,Women - 35 – 54,yes,22.78550684
Optimism about future,Spain,Women - 35 – 54,yes,28.78167282
Optimism about future,Slovakia,Women - 35 – 54,yes,28.01621615
Optimism about future,Germany,Women - 35 – 54,yes,32.57953377
Optimism about future,Latvia,Women - 35 – 54,yes,27.52895016
Optimism about future,Belgium,Women - 35 – 54,yes,29.0437141
Optimism about future,European Union,Women - 35 – 54,yes,25.66867349
Optimism about future,Estonia,Women - 35 – 54,yes,22.72986935
Optimism about future,Lithuania,Women - 35 – 54,yes,32.60808736
Optimism about future,Ireland,Women - 35 – 54,yes,48.84161021
Optimism about future,Greece,Women - 35 – 54,yes,19.64241924
Optimism about future,Hungary,Women - 35 – 54,yes,17.04121637
Optimism about future,Italy,Women - 35 – 54,yes,12.15232955
Optimism about future,Sweden,Women - 35 – 54,yes,32.95833752
Optimism about future,Poland,Women - 35 – 54,yes,17.6158634
Optimism about future,Romania,Women - 35 – 54,yes,32.395528
Optimism about future,Portugal,Women - 35 – 54,yes,19.5137548
Optimism about future,Bulgaria,Women - 35 – 54,yes,32.99301556
Optimism about future,Croatia,Women - 35 – 54,yes,18.13488055
Optimism about future,Finland,Women - 35 – 54,yes,33.98871243
Optimism about future,Slovenia,Women - 35 – 54,yes,29.14309039
Optimism about future of country ,Netherlands,Women - 35 – 54,yes,8.463766891
Optimism about future of country ,Malta,Women - 35 – 54,yes,2.564354726
Optimism about future of country ,Luxembourg,Women - 35 – 54,yes,35.53126952
Optimism about future of country ,Denmark,Women - 35 – 54,yes,31.79460602
Optimism about future of country ,Czechia,Women - 35 – 54,yes,14.78260619
Optimism about future of country ,Cyprus,Women - 35 – 54,yes,9.67933566
Optimism about future of country ,Austria,Women - 35 – 54,yes,25.29395161
Optimism about future of country ,France,Women - 35 – 54,yes,2.351630337
Optimism about future of country ,Spain,Women - 35 – 54,yes,14.52098507
Optimism about future of country ,Slovakia,Women - 35 – 54,yes,11.11573967
Optimism about future of country ,Germany,Women - 35 – 54,yes,12.91961031
Optimism about future of country ,Latvia,Women - 35 – 54,yes,14.1176429
Optimism about future of country ,Belgium,Women - 35 – 54,yes,10.94468815
Optimism about future of country ,European Union,Women - 35 – 54,yes,10.52275232
Optimism about future of country ,Estonia,Women - 35 – 54,yes,10.95734391
Optimism about future of country ,Lithuania,Women - 35 – 54,yes,30.03960782
Optimism about future of country ,Ireland,Women - 35 – 54,yes,30.16616688
Optimism about future of country ,Greece,Women - 35 – 54,yes,6.50766127
Optimism about future of country ,Hungary,Women - 35 – 54,yes,4.778118365
Optimism about future of country ,Italy,Women - 35 – 54,yes,4.282253449
Optimism about future of country ,Sweden,Women - 35 – 54,yes,16.31349993
Optimism about future of country ,Poland,Women - 35 – 54,yes,13.84538186
Optimism about future of country ,Romania,Women - 35 – 54,yes,8.883218849
Optimism about future of country ,Portugal,Women - 35 – 54,yes,10.22946527
Optimism about future of country ,Bulgaria,Women - 35 – 54,yes,13.44002521
Optimism about future of country ,Croatia,Women - 35 – 54,yes,5.511350374
Optimism about future of country ,Finland,Women - 35 – 54,yes,11.85823774
Optimism about future of country ,Slovenia,Women - 35 – 54,yes,12.2797358
"Arrears: Payments related to consumer loans, including credit card overdrafts",Netherlands,Women - 35 – 54,yes,4.033457356
"Arrears: Payments related to consumer loans, including credit card overdrafts",Malta,Women - 35 – 54,yes,21.07633485
"Arrears: Payments related to consumer loans, including credit card overdrafts",Luxembourg,Women - 35 – 54,yes,19.19820107
"Arrears: Payments related to consumer loans, including credit card overdrafts",Denmark,Women - 35 – 54,yes,16.75829957
"Arrears: Payments related to consumer loans, including credit card overdrafts",Czechia,Women - 35 – 54,yes,8.273658556
"Arrears: Payments related to consumer loans, including credit card overdrafts",Cyprus,Women - 35 – 54,yes,22.31514023
"Arrears: Payments related to consumer loans, including credit card overdrafts",Austria,Women - 35 – 54,yes,11.76805933
"Arrears: Payments related to consumer loans, including credit card overdrafts",France,Women - 35 – 54,yes,10.03342353
"Arrears: Payments related to consumer loans, including credit card overdrafts",Spain,Women - 35 – 54,yes,23.44693803
"Arrears: Payments related to consumer loans, including credit card overdrafts",Slovakia,Women - 35 – 54,yes,14.27021
"Arrears: Payments related to consumer loans, including credit card overdrafts",Germany,Women - 35 – 54,yes,9.601010058
"Arrears: Payments related to consumer loans, including credit card overdrafts",Latvia,Women - 35 – 54,yes,31.67241561
"Arrears: Payments related to consumer loans, including credit card overdrafts",Belgium,Women - 35 – 54,yes,12.71744193
"Arrears: Payments related to consumer loans, including credit card overdrafts",European Union,Women - 35 – 54,yes,15.15675427
"Arrears: Payments related to consumer loans, including credit card overdrafts",Estonia,Women - 35 – 54,yes,22.60323832
"Arrears: Payments related to consumer loans, including credit card overdrafts",Lithuania,Women - 35 – 54,yes,19.44857059
"Arrears: Payments related to consumer loans, including credit card overdrafts",Ireland,Women - 35 – 54,yes,16.83304119
"Arrears: Payments related to consumer loans, including credit card overdrafts",Greece,Women - 35 – 54,yes,21.33887715
"Arrears: Payments related to consumer loans, including credit card overdrafts",Hungary,Women - 35 – 54,yes,20.17369599
"Arrears: Payments related to consumer loans, including credit card overdrafts",Italy,Women - 35 – 54,yes,15.48648008
"Arrears: Payments related to consumer loans, including credit card overdrafts",Sweden,Women - 35 – 54,yes,23.07388597
"Arrears: Payments related to consumer loans, including credit card overdrafts",Poland,Women - 35 – 54,yes,17.12964987
"Arrears: Payments related to consumer loans, including credit card overdrafts",Romania,Women - 35 – 54,yes,21.06533648
"Arrears: Payments related to consumer loans, including credit card overdrafts",Portugal,Women - 35 – 54,yes,18.67899959
"Arrears: Payments related to consumer loans, including credit card overdrafts",Bulgaria,Women - 35 – 54,yes,27.99823264
"Arrears: Payments related to consumer loans, including credit card overdrafts",Croatia,Women - 35 – 54,yes,31.21650912
"Arrears: Payments related to consumer loans, including credit card overdrafts",Finland,Women - 35 – 54,yes,21.35183605
"Arrears: Payments related to consumer loans, including credit card overdrafts",Slovenia,Women - 35 – 54,yes,19.97900885
Feeling downhearted and depressed,Netherlands,Women - 35 – 54,yes,18.38796854
Feeling downhearted and depressed,Malta,Women - 35 – 54,yes,30.25034592
Feeling downhearted and depressed,Luxembourg,Women - 35 – 54,yes,19.07135579
Feeling downhearted and depressed,Denmark,Women - 35 – 54,yes,22.14286906
Feeling downhearted and depressed,Czechia,Women - 35 – 54,yes,20.01123225
Feeling downhearted and depressed,Cyprus,Women - 35 – 54,yes,25.9944836
Feeling downhearted and depressed,Austria,Women - 35 – 54,yes,19.39912443
Feeling downhearted and depressed,France,Women - 35 – 54,yes,19.30338811
Feeling downhearted and depressed,Spain,Women - 35 – 54,yes,39.7624487
Feeling downhearted and depressed,Slovakia,Women - 35 – 54,yes,21.55499827
Feeling downhearted and depressed,Germany,Women - 35 – 54,yes,24.25406328
Feeling downhearted and depressed,Latvia,Women - 35 – 54,yes,34.32940304
Feeling downhearted and depressed,Belgium,Women - 35 – 54,yes,24.202555
Feeling downhearted and depressed,European Union,Women - 35 – 54,yes,26.58381789
Feeling downhearted and depressed,Estonia,Women - 35 – 54,yes,29.05980291
Feeling downhearted and depressed,Lithuania,Women - 35 – 54,yes,21.98023385
Feeling downhearted and depressed,Ireland,Women - 35 – 54,yes,21.97910755
Feeling downhearted and depressed,Greece,Women - 35 – 54,yes,33.43296722
Feeling downhearted and depressed,Hungary,Women - 35 – 54,yes,26.36689145
Feeling downhearted and depressed,Italy,Women - 35 – 54,yes,26.41128888
Feeling downhearted and depressed,Sweden,Women - 35 – 54,yes,30.43014442
Feeling downhearted and depressed,Poland,Women - 35 – 54,yes,37.86517274
Feeling downhearted and depressed,Romania,Women - 35 – 54,yes,24.90388417
Feeling downhearted and depressed,Portugal,Women - 35 – 54,yes,28.29688031
Feeling downhearted and depressed,Bulgaria,Women - 35 – 54,yes,20.46167226
Feeling downhearted and depressed,Croatia,Women - 35 – 54,yes,20.25354669
Feeling downhearted and depressed,Finland,Women - 35 – 54,yes,19.33743128
Feeling downhearted and depressed,Slovenia,Women - 35 – 54,yes,14.85544778
Job insecurity,Netherlands,Women - 35 – 54,yes,7.880324306
Job insecurity,Malta,Women - 35 – 54,yes,2.973993959
Job insecurity,Luxembourg,Women - 35 – 54,yes,5.85255758
Job insecurity,Denmark,Women - 35 – 54,yes,4.180970414
Job insecurity,Czechia,Women - 35 – 54,yes,12.78703549
Job insecurity,Cyprus,Women - 35 – 54,yes,9.758905579
Job insecurity,Austria,Women - 35 – 54,yes,7.292651495
Job insecurity,France,Women - 35 – 54,yes,11.75908668
Job insecurity,Spain,Women - 35 – 54,yes,8.673853839
Job insecurity,Slovakia,Women - 35 – 54,yes,11.05128461
Job insecurity,Germany,Women - 35 – 54,yes,3.606076749
Job insecurity,Latvia,Women - 35 – 54,yes,16.87794895
Job insecurity,Belgium,Women - 35 – 54,yes,8.300769306
Job insecurity,European Union,Women - 35 – 54,yes,9.353979826
Job insecurity,Estonia,Women - 35 – 54,yes,12.76397611
Job insecurity,Lithuania,Women - 35 – 54,yes,8.188681235
Job insecurity,Ireland,Women - 35 – 54,yes,9.73235805
Job insecurity,Greece,Women - 35 – 54,yes,15.04517531
Job insecurity,Hungary,Women - 35 – 54,yes,8.737939793
Job insecurity,Italy,Women - 35 – 54,yes,9.491183308
Job insecurity,Sweden,Women - 35 – 54,yes,9.645198255
Job insecurity,Poland,Women - 35 – 54,yes,4.387608592
Job insecurity,Romania,Women - 35 – 54,yes,27.00285702
Job insecurity,Portugal,Women - 35 – 54,yes,15.02784451
Job insecurity,Bulgaria,Women - 35 – 54,yes,19.03100532
Job insecurity,Croatia,Women - 35 – 54,yes,8.920436717
Job insecurity,Finland,Women - 35 – 54,yes,10.32706491
Job insecurity,Slovenia,Women - 35 – 54,yes,13.03606257
Making ends meet,Netherlands,Women - 35 – 54,yes,28.37751188
Making ends meet,Malta,Women - 35 – 54,yes,40.0959651
Making ends meet,Luxembourg,Women - 35 – 54,yes,27.47284277
Making ends meet,Denmark,Women - 35 – 54,yes,44.72715099
Making ends meet,Czechia,Women - 35 – 54,yes,33.79013367
Making ends meet,Cyprus,Women - 35 – 54,yes,51.88228489
Making ends meet,Austria,Women - 35 – 54,yes,21.23171396
Making ends meet,France,Women - 35 – 54,yes,40.22993417
Making ends meet,Spain,Women - 35 – 54,yes,48.72376633
Making ends meet,Slovakia,Women - 35 – 54,yes,35.4153174
Making ends meet,Germany,Women - 35 – 54,yes,23.90207161
Making ends meet,Latvia,Women - 35 – 54,yes,49.49500912
Making ends meet,Belgium,Women - 35 – 54,yes,26.80545417
Making ends meet,European Union,Women - 35 – 54,yes,39.47548262
Making ends meet,Estonia,Women - 35 – 54,yes,55.96820819
Making ends meet,Lithuania,Women - 35 – 54,yes,32.59585254
Making ends meet,Ireland,Women - 35 – 54,yes,27.46226896
Making ends meet,Greece,Women - 35 – 54,yes,56.20886534
Making ends meet,Hungary,Women - 35 – 54,yes,55.39770847
Making ends meet,Italy,Women - 35 – 54,yes,56.69740257
Making ends meet,Sweden,Women - 35 – 54,yes,43.01762392
Making ends meet,Poland,Women - 35 – 54,yes,39.11587965
Making ends meet,Romania,Women - 35 – 54,yes,34.72625769
Making ends meet,Portugal,Women - 35 – 54,yes,46.60270239
Making ends meet,Bulgaria,Women - 35 – 54,yes,41.52597803
Making ends meet,Croatia,Women - 35 – 54,yes,55.56883738
Making ends meet,Finland,Women - 35 – 54,yes,42.39608047
Making ends meet,Slovenia,Women - 35 – 54,yes,40.70920784
"Arrears: Telephone, mobile or internet connection bills",Netherlands,Women - 35 – 54,yes,2.849712478
"Arrears: Telephone, mobile or internet connection bills",Malta,Women - 35 – 54,yes,9.644263273
"Arrears: Telephone, mobile or internet connection bills",Luxembourg,Women - 35 – 54,yes,6.853128838
"Arrears: Telephone, mobile or internet connection bills",Denmark,Women - 35 – 54,yes,10.41762339
"Arrears: Telephone, mobile or internet connection bills",Czechia,Women - 35 – 54,yes,13.87025115
"Arrears: Telephone, mobile or internet connection bills",Cyprus,Women - 35 – 54,yes,25.43419492
"Arrears: Telephone, mobile or internet connection bills",Austria,Women - 35 – 54,yes,6.979290707
"Arrears: Telephone, mobile or internet connection bills",France,Women - 35 – 54,yes,4.82844583
"Arrears: Telephone, mobile or internet connection bills",Spain,Women - 35 – 54,yes,8.635779541
"Arrears: Telephone, mobile or internet connection bills",Slovakia,Women - 35 – 54,yes,13.22724188
"Arrears: Telephone, mobile or internet connection bills",Germany,Women - 35 – 54,yes,6.721060493
"Arrears: Telephone, mobile or internet connection bills",Latvia,Women - 35 – 54,yes,21.48044038
"Arrears: Telephone, mobile or internet connection bills",Belgium,Women - 35 – 54,yes,14.09034115
"Arrears: Telephone, mobile or internet connection bills",European Union,Women - 35 – 54,yes,12.53176693
"Arrears: Telephone, mobile or internet connection bills",Estonia,Women - 35 – 54,yes,20.68172784
"Arrears: Telephone, mobile or internet connection bills",Lithuania,Women - 35 – 54,yes,12.87515502
"Arrears: Telephone, mobile or internet connection bills",Ireland,Women - 35 – 54,yes,12.16776241
"Arrears: Telephone, mobile or internet connection bills",Greece,Women - 35 – 54,yes,34.41973586
"Arrears: Telephone, mobile or internet connection bills",Hungary,Women - 35 – 54,yes,20.7831493
"Arrears: Telephone, mobile or internet connection bills",Italy,Women - 35 – 54,yes,21.22690664
"Arrears: Telephone, mobile or internet connection bills",Sweden,Women - 35 – 54,yes,16.68273286
"Arrears: Telephone, mobile or internet connection bills",Poland,Women - 35 – 54,yes,15.69590561
"Arrears: Telephone, mobile or internet connection bills",Romania,Women - 35 – 54,yes,14.3949939
"Arrears: Telephone, mobile or internet connection bills",Portugal,Women - 35 – 54,yes,24.61995869
"Arrears: Telephone, mobile or internet connection bills",Bulgaria,Women - 35 – 54,yes,22.74324462
"Arrears: Telephone, mobile or internet connection bills",Croatia,Women - 35 – 54,yes,39.70303337
"Arrears: Telephone, mobile or internet connection bills",Finland,Women - 35 – 54,yes,24.63539076
"Arrears: Telephone, mobile or internet connection bills",Slovenia,Women - 35 – 54,yes,24.66430364
Tiredness impact on ability to do household jobs,Netherlands,Women - 35 – 54,yes,44.08342575
Tiredness impact on ability to do household jobs,Malta,Women - 35 – 54,yes,60.9745178
Tiredness impact on ability to do household jobs,Luxembourg,Women - 35 – 54,yes,68.48990862
Tiredness impact on ability to do household jobs,Denmark,Women - 35 – 54,yes,45.22000957
Tiredness impact on ability to do household jobs,Czechia,Women - 35 – 54,yes,55.09158099
Tiredness impact on ability to do household jobs,Cyprus,Women - 35 – 54,yes,56.92721789
Tiredness impact on ability to do household jobs,Austria,Women - 35 – 54,yes,50.09400867
Tiredness impact on ability to do household jobs,France,Women - 35 – 54,yes,57.15997906
Tiredness impact on ability to do household jobs,Spain,Women - 35 – 54,yes,52.7872147
Tiredness impact on ability to do household jobs,Slovakia,Women - 35 – 54,yes,36.60959564
Tiredness impact on ability to do household jobs,Germany,Women - 35 – 54,yes,48.69122297
Tiredness impact on ability to do household jobs,Latvia,Women - 35 – 54,yes,61.71146856
Tiredness impact on ability to do household jobs,Belgium,Women - 35 – 54,yes,50.49587357
Tiredness impact on ability to do household jobs,European Union,Women - 35 – 54,yes,51.54816039
Tiredness impact on ability to do household jobs,Estonia,Women - 35 – 54,yes,60.65926759
Tiredness impact on ability to do household jobs,Lithuania,Women - 35 – 54,yes,44.0232343
Tiredness impact on ability to do household jobs,Ireland,Women - 35 – 54,yes,43.96483062
Tiredness impact on ability to do household jobs,Greece,Women - 35 – 54,yes,66.09895099
Tiredness impact on ability to do household jobs,Hungary,Women - 35 – 54,yes,56.1780121
Tiredness impact on ability to do household jobs,Italy,Women - 35 – 54,yes,44.64522885
Tiredness impact on ability to do household jobs,Sweden,Women - 35 – 54,yes,62.34741641
Tiredness impact on ability to do household jobs,Poland,Women - 35 – 54,yes,50.09290219
Tiredness impact on ability to do household jobs,Romania,Women - 35 – 54,yes,50.00235976
Tiredness impact on ability to do household jobs,Portugal,Women - 35 – 54,yes,61.31578375
Tiredness impact on ability to do household jobs,Bulgaria,Women - 35 – 54,yes,53.19452802
Tiredness impact on ability to do household jobs,Croatia,Women - 35 – 54,yes,67.19411385
Tiredness impact on ability to do household jobs,Finland,Women - 35 – 54,yes,53.68853187
Tiredness impact on ability to do household jobs,Slovenia,Women - 35 – 54,yes,50.57885942
Arrears: Rent or mortgage payments for accommodation,Netherlands,Women - 35 – 54,yes,12.73296726
Arrears: Rent or mortgage payments for accommodation,Malta,Women - 35 – 54,yes,6.238857658
Arrears: Rent or mortgage payments for accommodation,Luxembourg,Women - 35 – 54,yes,8.387872773
Arrears: Rent or mortgage payments for accommodation,Denmark,Women - 35 – 54,yes,4.528116636
Arrears: Rent or mortgage payments for accommodation,Czechia,Women - 35 – 54,yes,12.30297712
Arrears: Rent or mortgage payments for accommodation,Cyprus,Women - 35 – 54,yes,18.3052712
Arrears: Rent or mortgage payments for accommodation,Austria,Women - 35 – 54,yes,5.859428383
Arrears: Rent or mortgage payments for accommodation,France,Women - 35 – 54,yes,9.443153887
Arrears: Rent or mortgage payments for accommodation,Spain,Women - 35 – 54,yes,16.70647896
Arrears: Rent or mortgage payments for accommodation,Slovakia,Women - 35 – 54,yes,16.84326639
Arrears: Rent or mortgage payments for accommodation,Germany,Women - 35 – 54,yes,5.954594446
Arrears: Rent or mortgage payments for accommodation,Latvia,Women - 35 – 54,yes,24.00230433
Arrears: Rent or mortgage payments for accommodation,Belgium,Women - 35 – 54,yes,8.197766049
Arrears: Rent or mortgage payments for accommodation,European Union,Women - 35 – 54,yes,12.27119261
Arrears: Rent or mortgage payments for accommodation,Estonia,Women - 35 – 54,yes,22.98434525
Arrears: Rent or mortgage payments for accommodation,Lithuania,Women - 35 – 54,yes,7.065355995
Arrears: Rent or mortgage payments for accommodation,Ireland,Women - 35 – 54,yes,11.33242416
Arrears: Rent or mortgage payments for accommodation,Greece,Women - 35 – 54,yes,18.90518486
Arrears: Rent or mortgage payments for accommodation,Hungary,Women - 35 – 54,yes,13.22796848
Arrears: Rent or mortgage payments for accommodation,Italy,Women - 35 – 54,yes,20.00915454
Arrears: Rent or mortgage payments for accommodation,Sweden,Women - 35 – 54,yes,10.78167681
Arrears: Rent or mortgage payments for accommodation,Poland,Women - 35 – 54,yes,14.86543748
Arrears: Rent or mortgage payments for accommodation,Romania,Women - 35 – 54,yes,9.867823369
Arrears: Rent or mortgage payments for accommodation,Portugal,Women - 35 – 54,yes,14.59766692
Arrears: Rent or mortgage payments for accommodation,Bulgaria,Women - 35 – 54,yes,11.8289556
Arrears: Rent or mortgage payments for accommodation,Croatia,Women - 35 – 54,yes,21.67813125
Arrears: Rent or mortgage payments for accommodation,Finland,Women - 35 – 54,yes,22.29411172
Arrears: Rent or mortgage payments for accommodation,Slovenia,Women - 35 – 54,yes,15.73021365
Arrears: Utility bills,Netherlands,Women - 35 – 54,yes,4.799364628
Arrears: Utility bills,Malta,Women - 35 – 54,yes,28.85731966
Arrears: Utility bills,Luxembourg,Women - 35 – 54,yes,18.127404
Arrears: Utility bills,Denmark,Women - 35 – 54,yes,10.91248354
Arrears: Utility bills,Czechia,Women - 35 – 54,yes,20.52313432
Arrears: Utility bills,Cyprus,Women - 35 – 54,yes,36.9142312
Arrears: Utility bills,Austria,Women - 35 – 54,yes,8.247899576
Arrears: Utility bills,France,Women - 35 – 54,yes,14.97894843
Arrears: Utility bills,Spain,Women - 35 – 54,yes,19.49203618
Arrears: Utility bills,Slovakia,Women - 35 – 54,yes,16.63759254
Arrears: Utility bills,Germany,Women - 35 – 54,yes,10.14674575
Arrears: Utility bills,Latvia,Women - 35 – 54,yes,27.12130296
Arrears: Utility bills,Belgium,Women - 35 – 54,yes,20.06621773
Arrears: Utility bills,European Union,Women - 35 – 54,yes,19.69378246
Arrears: Utility bills,Estonia,Women - 35 – 54,yes,26.06842257
Arrears: Utility bills,Lithuania,Women - 35 – 54,yes,13.69292677
Arrears: Utility bills,Ireland,Women - 35 – 54,yes,20.40855808
Arrears: Utility bills,Greece,Women - 35 – 54,yes,47.56021932
Arrears: Utility bills,Hungary,Women - 35 – 54,yes,25.6127025
Arrears: Utility bills,Italy,Women - 35 – 54,yes,33.27089828
Arrears: Utility bills,Sweden,Women - 35 – 54,yes,15.12053923
Arrears: Utility bills,Poland,Women - 35 – 54,yes,24.52834061
Arrears: Utility bills,Romania,Women - 35 – 54,yes,22.71850244
Arrears: Utility bills,Portugal,Women - 35 – 54,yes,21.35840264
Arrears: Utility bills,Bulgaria,Women - 35 – 54,yes,26.23932333
